Customer ID,Recency,Frequency,Monetary,Cluster,Persona,Recommended_Action
13417,5,6,1669.49,0,Regular,Send targeted promotions to increase engagement
13418,12,31,12233.6,0,Regular,Send targeted promotions to increase engagement
13419,64,1,221.06,0,Regular,Send targeted promotions to increase engagement
13420,150,2,159.85,0,Regular,Send targeted promotions to increase engagement
13421,40,8,4103.12,0,Regular,Send targeted promotions to increase engagement
13422,64,1,2626.3,0,Regular,Send targeted promotions to increase engagement
13423,429,1,217.03,1,at-risk,Re-engagement campaigns and special offers
13424,450,1,572.77,1,at-risk,Re-engagement campaigns and special offers
13425,108,5,3403.63,0,Regular,Send targeted promotions to increase engagement
13426,1,22,8167.38,0,Regular,Send targeted promotions to increase engagement
13427,19,6,1006.53,0,Regular,Send targeted promotions to increase engagement
13428,10,3,499.98,0,Regular,Send targeted promotions to increase engagement
13429,11,4,1006.8,0,Regular,Send targeted promotions to increase engagement
13430,19,2,679.45,0,Regular,Send targeted promotions to increase engagement
13431,67,8,3316.24,0,Regular,Send targeted promotions to increase engagement
13432,571,2,439.1,1,at-risk,Re-engagement campaigns and special offers
13433,501,4,658.3199999999999,1,at-risk,Re-engagement campaigns and special offers
13434,74,5,1666.8600000000001,0,Regular,Send targeted promotions to increase engagement
13435,5,9,4475.2300000000005,0,Regular,Send targeted promotions to increase engagement
13436,2,1,196.89,0,Regular,Send targeted promotions to increase engagement
13437,14,7,3408.06,0,Regular,Send targeted promotions to increase engagement
13438,547,1,46.5,1,at-risk,Re-engagement campaigns and special offers
13439,255,3,986.61,0,Regular,Send targeted promotions to increase engagement
13440,423,7,1295.25,1,at-risk,Re-engagement campaigns and special offers
13441,92,2,720.9,0,Regular,Send targeted promotions to increase engagement
13442,667,3,419.87,1,at-risk,Re-engagement campaigns and special offers
13443,449,6,1280.16,1,at-risk,Re-engagement campaigns and special offers
13444,374,2,631.6800000000001,1,at-risk,Re-engagement campaigns and special offers
13445,626,1,241.89999999999998,1,at-risk,Re-engagement campaigns and special offers
13446,430,11,3881.89,1,at-risk,Re-engagement campaigns and special offers
13447,23,3,1129.14,0,Regular,Send targeted promotions to increase engagement
13448,17,13,9240.87,0,Regular,Send targeted promotions to increase engagement
13449,24,1,291.88,0,Regular,Send targeted promotions to increase engagement
13450,27,13,4120.04,0,Regular,Send targeted promotions to increase engagement
13451,26,11,7190.92,0,Regular,Send targeted promotions to increase engagement
13452,259,3,729.8,1,at-risk,Re-engagement campaigns and special offers
13453,166,3,781.6899999999999,0,Regular,Send targeted promotions to increase engagement
13454,641,1,219.87,1,at-risk,Re-engagement campaigns and special offers
13455,25,6,2905.93,0,Regular,Send targeted promotions to increase engagement
13456,18,6,1766.72,0,Regular,Send targeted promotions to increase engagement
13457,689,2,148.22,1,at-risk,Re-engagement campaigns and special offers
13458,7,16,11959.27,0,Regular,Send targeted promotions to increase engagement
13459,625,2,1160.4099999999999,1,at-risk,Re-engagement campaigns and special offers
13460,29,2,183.44,0,Regular,Send targeted promotions to increase engagement
13461,39,6,4160.0,0,Regular,Send targeted promotions to increase engagement
13462,253,5,1153.85,0,Regular,Send targeted promotions to increase engagement
13464,58,6,3097.64,0,Regular,Send targeted promotions to increase engagement
13465,446,2,931.12,1,at-risk,Re-engagement campaigns and special offers
13466,184,5,1013.35,0,Regular,Send targeted promotions to increase engagement
13467,11,2,1083.71,0,Regular,Send targeted promotions to increase engagement
13468,2,72,13390.51,0,Regular,Send targeted promotions to increase engagement
13469,653,1,82.4,1,at-risk,Re-engagement campaigns and special offers
13470,99,2,165.0,0,Regular,Send targeted promotions to increase engagement
13471,1,4,2531.58,0,Regular,Send targeted promotions to increase engagement
13472,464,2,592.24,1,at-risk,Re-engagement campaigns and special offers
13473,61,8,2657.7599999999998,0,Regular,Send targeted promotions to increase engagement
13474,236,3,663.79,0,Regular,Send targeted promotions to increase engagement
13475,191,4,1431.78,0,Regular,Send targeted promotions to increase engagement
13476,179,5,2061.4700000000003,0,Regular,Send targeted promotions to increase engagement
13477,38,11,2834.17,0,Regular,Send targeted promotions to increase engagement
13478,469,5,2215.78,1,at-risk,Re-engagement campaigns and special offers
13479,201,4,851.37,0,Regular,Send targeted promotions to increase engagement
13480,417,2,627.82,1,at-risk,Re-engagement campaigns and special offers
13481,46,11,3830.84,0,Regular,Send targeted promotions to increase engagement
13482,232,2,336.09,0,Regular,Send targeted promotions to increase engagement
13483,66,1,140.34,0,Regular,Send targeted promotions to increase engagement
13484,241,3,790.72,0,Regular,Send targeted promotions to increase engagement
13485,233,11,3019.2200000000003,0,Regular,Send targeted promotions to increase engagement
13486,78,3,1122.41,0,Regular,Send targeted promotions to increase engagement
13487,58,5,846.87,0,Regular,Send targeted promotions to increase engagement
13488,17,23,15587.88,0,Regular,Send targeted promotions to increase engagement
13489,105,4,449.52,0,Regular,Send targeted promotions to increase engagement
13490,654,1,154.25,1,at-risk,Re-engagement campaigns and special offers
13491,52,27,4566.56,0,Regular,Send targeted promotions to increase engagement
13492,136,3,1269.84,0,Regular,Send targeted promotions to increase engagement
13493,275,2,618.63,1,at-risk,Re-engagement campaigns and special offers
13494,312,1,316.26000000000005,1,at-risk,Re-engagement campaigns and special offers
13495,8,10,5374.26,0,Regular,Send targeted promotions to increase engagement
13496,11,2,653.33,0,Regular,Send targeted promotions to increase engagement
13497,283,6,1320.33,1,at-risk,Re-engagement campaigns and special offers
13498,730,1,327.38,1,at-risk,Re-engagement campaigns and special offers
13499,18,5,1159.11,0,Regular,Send targeted promotions to increase engagement
13500,23,4,1466.3,0,Regular,Send targeted promotions to increase engagement
13501,288,3,2885.11,1,at-risk,Re-engagement campaigns and special offers
13502,17,5,780.5,0,Regular,Send targeted promotions to increase engagement
13503,71,6,1905.39,0,Regular,Send targeted promotions to increase engagement
13504,64,1,295.93,0,Regular,Send targeted promotions to increase engagement
13505,73,4,4393.63,0,Regular,Send targeted promotions to increase engagement
13506,316,5,1639.2,1,at-risk,Re-engagement campaigns and special offers
13507,3,4,2479.16,0,Regular,Send targeted promotions to increase engagement
13508,244,2,287.05,0,Regular,Send targeted promotions to increase engagement
13509,9,8,1114.72,0,Regular,Send targeted promotions to increase engagement
13510,1,11,4558.29,0,Regular,Send targeted promotions to increase engagement
13511,677,1,282.76,1,at-risk,Re-engagement campaigns and special offers
13512,261,4,713.39,1,at-risk,Re-engagement campaigns and special offers
13513,127,3,824.59,0,Regular,Send targeted promotions to increase engagement
13514,74,4,815.9000000000001,0,Regular,Send targeted promotions to increase engagement
13515,73,6,1265.82,0,Regular,Send targeted promotions to increase engagement
13516,21,4,1685.26,0,Regular,Send targeted promotions to increase engagement
13517,60,3,2128.42,0,Regular,Send targeted promotions to increase engagement
13518,86,1,659.4399999999999,0,Regular,Send targeted promotions to increase engagement
13519,78,2,343.21,0,Regular,Send targeted promotions to increase engagement
13520,59,11,6909.4,0,Regular,Send targeted promotions to increase engagement
13521,1,3,1093.65,0,Regular,Send targeted promotions to increase engagement
13522,30,1,125.80000000000001,0,Regular,Send targeted promotions to increase engagement
13523,33,6,5101.52,0,Regular,Send targeted promotions to increase engagement
13524,41,5,680.1800000000001,0,Regular,Send targeted promotions to increase engagement
13525,15,2,628.78,0,Regular,Send targeted promotions to increase engagement
13526,738,2,1182.0,1,at-risk,Re-engagement campaigns and special offers
13527,34,12,4683.74,0,Regular,Send targeted promotions to increase engagement
13529,79,2,307.76,0,Regular,Send targeted promotions to increase engagement
13530,634,1,402.97999999999996,1,at-risk,Re-engagement campaigns and special offers
13531,205,6,1738.52,0,Regular,Send targeted promotions to increase engagement
13532,34,1,210.31,0,Regular,Send targeted promotions to increase engagement
13533,183,3,270.79,0,Regular,Send targeted promotions to increase engagement
13534,2,35,7720.9,0,Regular,Send targeted promotions to increase engagement
13535,403,1,89.5,1,at-risk,Re-engagement campaigns and special offers
13536,1,7,3448.29,0,Regular,Send targeted promotions to increase engagement
13537,426,2,717.85,1,at-risk,Re-engagement campaigns and special offers
13538,43,12,3112.73,0,Regular,Send targeted promotions to increase engagement
13539,86,7,1569.3600000000001,0,Regular,Send targeted promotions to increase engagement
13540,467,3,632.39,1,at-risk,Re-engagement campaigns and special offers
13541,427,2,785.25,1,at-risk,Re-engagement campaigns and special offers
13542,377,17,4006.17,1,at-risk,Re-engagement campaigns and special offers
13543,634,2,1439.6100000000001,1,at-risk,Re-engagement campaigns and special offers
13544,40,6,829.0,0,Regular,Send targeted promotions to increase engagement
13545,391,2,374.64,1,at-risk,Re-engagement campaigns and special offers
13546,12,5,1092.14,0,Regular,Send targeted promotions to increase engagement
13547,408,1,175.53,1,at-risk,Re-engagement campaigns and special offers
13548,96,3,908.99,0,Regular,Send targeted promotions to increase engagement
13549,26,8,1005.8,0,Regular,Send targeted promotions to increase engagement
13550,383,1,349.51,1,at-risk,Re-engagement campaigns and special offers
13551,319,2,244.2,1,at-risk,Re-engagement campaigns and special offers
13552,66,22,6978.92,0,Regular,Send targeted promotions to increase engagement
13553,675,1,517.8,1,at-risk,Re-engagement campaigns and special offers
13554,380,7,1638.28,1,at-risk,Re-engagement campaigns and special offers
13555,74,13,8999.19,0,Regular,Send targeted promotions to increase engagement
13556,429,2,200.82,1,at-risk,Re-engagement campaigns and special offers
13557,28,13,3032.26,0,Regular,Send targeted promotions to increase engagement
13558,6,4,605.06,0,Regular,Send targeted promotions to increase engagement
13559,513,2,990.0,1,at-risk,Re-engagement campaigns and special offers
13560,7,1,174.37,0,Regular,Send targeted promotions to increase engagement
13561,216,11,1820.72,0,Regular,Send targeted promotions to increase engagement
13562,82,8,4838.18,0,Regular,Send targeted promotions to increase engagement
13563,84,2,777.53,0,Regular,Send targeted promotions to increase engagement
13564,144,37,17249.55,0,Regular,Send targeted promotions to increase engagement
13565,19,3,414.8,0,Regular,Send targeted promotions to increase engagement
13566,41,5,1708.1200000000001,0,Regular,Send targeted promotions to increase engagement
13567,428,4,1083.69,1,at-risk,Re-engagement campaigns and special offers
13568,173,1,192.85,0,Regular,Send targeted promotions to increase engagement
13569,17,4,893.78,0,Regular,Send targeted promotions to increase engagement
13570,243,1,239.49,0,Regular,Send targeted promotions to increase engagement
13571,13,26,4546.54,0,Regular,Send targeted promotions to increase engagement
13572,206,1,1384.25,0,Regular,Send targeted promotions to increase engagement
13573,50,6,916.47,0,Regular,Send targeted promotions to increase engagement
13574,411,1,421.25,1,at-risk,Re-engagement campaigns and special offers
13575,23,5,732.0699999999999,0,Regular,Send targeted promotions to increase engagement
13576,10,28,11551.74,0,Regular,Send targeted promotions to increase engagement
13577,25,11,3489.28,0,Regular,Send targeted promotions to increase engagement
13578,409,1,147.66,1,at-risk,Re-engagement campaigns and special offers
13579,15,5,1539.04,0,Regular,Send targeted promotions to increase engagement
13580,406,1,107.75,1,at-risk,Re-engagement campaigns and special offers
13581,309,2,280.53000000000003,1,at-risk,Re-engagement campaigns and special offers
13582,390,2,241.68,1,at-risk,Re-engagement campaigns and special offers
13583,156,2,1445.031,0,Regular,Send targeted promotions to increase engagement
13584,307,3,392.45,1,at-risk,Re-engagement campaigns and special offers
13585,531,3,684.54,1,at-risk,Re-engagement campaigns and special offers
13586,541,1,131.53,1,at-risk,Re-engagement campaigns and special offers
13587,64,4,1673.5,0,Regular,Send targeted promotions to increase engagement
13588,16,9,2478.95,0,Regular,Send targeted promotions to increase engagement
13589,15,6,1120.74,0,Regular,Send targeted promotions to increase engagement
13590,11,18,6349.59,0,Regular,Send targeted promotions to increase engagement
13591,65,7,2093.94,0,Regular,Send targeted promotions to increase engagement
13592,36,4,247.95999999999998,0,Regular,Send targeted promotions to increase engagement
13593,108,14,5523.6900000000005,0,Regular,Send targeted promotions to increase engagement
13594,53,2,533.32,0,Regular,Send targeted promotions to increase engagement
13595,517,3,818.22,1,at-risk,Re-engagement campaigns and special offers
13596,6,2,697.04,0,Regular,Send targeted promotions to increase engagement
13597,400,2,396.71,1,at-risk,Re-engagement campaigns and special offers
13598,47,5,789.59,0,Regular,Send targeted promotions to increase engagement
13599,1,33,10167.630000000001,0,Regular,Send targeted promotions to increase engagement
13600,312,2,518.42,1,at-risk,Re-engagement campaigns and special offers
13601,45,4,1185.14,0,Regular,Send targeted promotions to increase engagement
13602,65,4,1025.17,0,Regular,Send targeted promotions to increase engagement
13603,26,1,164.34,0,Regular,Send targeted promotions to increase engagement
13604,659,1,717.62,1,at-risk,Re-engagement campaigns and special offers
13605,387,2,522.67,1,at-risk,Re-engagement campaigns and special offers
13606,29,3,280.53999999999996,0,Regular,Send targeted promotions to increase engagement
13607,40,2,1078.31,0,Regular,Send targeted promotions to increase engagement
13608,541,1,236.2,1,at-risk,Re-engagement campaigns and special offers
13609,593,1,167.35,1,at-risk,Re-engagement campaigns and special offers
13610,12,14,2175.88,0,Regular,Send targeted promotions to increase engagement
13611,89,10,3319.53,0,Regular,Send targeted promotions to increase engagement
13612,633,1,818.29,1,at-risk,Re-engagement campaigns and special offers
13613,453,5,1039.8500000000001,1,at-risk,Re-engagement campaigns and special offers
13614,24,6,2359.19,0,Regular,Send targeted promotions to increase engagement
13615,319,8,6272.53,1,at-risk,Re-engagement campaigns and special offers
13616,568,2,288.1,1,at-risk,Re-engagement campaigns and special offers
13617,40,8,1278.75,0,Regular,Send targeted promotions to increase engagement
13618,174,1,177.34,0,Regular,Send targeted promotions to increase engagement
13619,545,2,231.69,1,at-risk,Re-engagement campaigns and special offers
13620,528,1,112.34,1,at-risk,Re-engagement campaigns and special offers
13621,117,1,213.85,0,Regular,Send targeted promotions to increase engagement
13622,696,1,658.95,1,at-risk,Re-engagement campaigns and special offers
13623,31,10,2566.49,0,Regular,Send targeted promotions to increase engagement
13624,388,1,462.08,1,at-risk,Re-engagement campaigns and special offers
13625,597,1,301.26,1,at-risk,Re-engagement campaigns and special offers
13626,253,2,707.04,0,Regular,Send targeted promotions to increase engagement
13627,59,7,2245.9,0,Regular,Send targeted promotions to increase engagement
13628,676,1,310.14,1,at-risk,Re-engagement campaigns and special offers
13629,23,19,13370.86,0,Regular,Send targeted promotions to increase engagement
13630,5,7,2031.78,0,Regular,Send targeted promotions to increase engagement
13631,100,11,3070.42,0,Regular,Send targeted promotions to increase engagement
13632,25,8,3648.15,0,Regular,Send targeted promotions to increase engagement
13634,33,16,5073.47,0,Regular,Send targeted promotions to increase engagement
13635,68,4,2999.16,0,Regular,Send targeted promotions to increase engagement
13636,37,5,949.12,0,Regular,Send targeted promotions to increase engagement
13637,52,3,810.5,0,Regular,Send targeted promotions to increase engagement
13638,16,1,122.64,0,Regular,Send targeted promotions to increase engagement
13639,74,2,1346.27,0,Regular,Send targeted promotions to increase engagement
13640,611,1,405.0,1,at-risk,Re-engagement campaigns and special offers
13641,641,5,1016.47,1,at-risk,Re-engagement campaigns and special offers
13642,216,4,514.72,0,Regular,Send targeted promotions to increase engagement
13643,31,10,2156.77,0,Regular,Send targeted promotions to increase engagement
13644,16,4,2624.26,0,Regular,Send targeted promotions to increase engagement
13645,120,1,252.1,0,Regular,Send targeted promotions to increase engagement
13646,400,2,326.25,1,at-risk,Re-engagement campaigns and special offers
13647,10,8,3071.68,0,Regular,Send targeted promotions to increase engagement
13648,400,8,1764.02,1,at-risk,Re-engagement campaigns and special offers
13649,257,6,1678.88,0,Regular,Send targeted promotions to increase engagement
13650,17,10,3288.0,0,Regular,Send targeted promotions to increase engagement
13651,35,3,226.85,0,Regular,Send targeted promotions to increase engagement
13652,46,5,2570.85,0,Regular,Send targeted promotions to increase engagement
13653,488,1,152.2,1,at-risk,Re-engagement campaigns and special offers
13654,43,11,6308.0,0,Regular,Send targeted promotions to increase engagement
13655,114,6,2280.51,0,Regular,Send targeted promotions to increase engagement
13656,165,4,1078.85,0,Regular,Send targeted promotions to increase engagement
13657,11,2,382.14,0,Regular,Send targeted promotions to increase engagement
13658,10,9,6025.5,0,Regular,Send targeted promotions to increase engagement
13659,206,12,4894.88,0,Regular,Send targeted promotions to increase engagement
13660,400,1,314.59,1,at-risk,Re-engagement campaigns and special offers
13661,603,1,325.24,1,at-risk,Re-engagement campaigns and special offers
13662,86,11,2250.11,0,Regular,Send targeted promotions to increase engagement
13663,179,5,2047.51,0,Regular,Send targeted promotions to increase engagement
13665,386,3,1711.6599999999999,1,at-risk,Re-engagement campaigns and special offers
13666,60,5,127.89999999999999,0,Regular,Send targeted promotions to increase engagement
13667,149,1,305.02,0,Regular,Send targeted promotions to increase engagement
13668,3,35,13089.94,0,Regular,Send targeted promotions to increase engagement
13669,51,3,413.55,0,Regular,Send targeted promotions to increase engagement
13670,75,1,349.7,0,Regular,Send targeted promotions to increase engagement
13671,395,1,194.95,1,at-risk,Re-engagement campaigns and special offers
13672,301,3,419.92,1,at-risk,Re-engagement campaigns and special offers
13673,19,2,396.92,0,Regular,Send targeted promotions to increase engagement
13674,433,1,240.68,1,at-risk,Re-engagement campaigns and special offers
13675,151,2,486.82000000000005,0,Regular,Send targeted promotions to increase engagement
13676,539,2,243.9,1,at-risk,Re-engagement campaigns and special offers
13677,405,2,556.1899999999999,1,at-risk,Re-engagement campaigns and special offers
13678,152,1,232.6,0,Regular,Send targeted promotions to increase engagement
13679,494,3,281.26,1,at-risk,Re-engagement campaigns and special offers
13680,1,12,11435.67,0,Regular,Send targeted promotions to increase engagement
13681,18,4,827.83,0,Regular,Send targeted promotions to increase engagement
13682,187,1,59.5,0,Regular,Send targeted promotions to increase engagement
13683,458,1,258.6,1,at-risk,Re-engagement campaigns and special offers
13684,286,4,596.98,1,at-risk,Re-engagement campaigns and special offers
13685,3,7,3119.44,0,Regular,Send targeted promotions to increase engagement
13686,183,3,409.04,0,Regular,Send targeted promotions to increase engagement
13687,438,1,11880.84,1,at-risk,Re-engagement campaigns and special offers
13688,635,1,375.5,1,at-risk,Re-engagement campaigns and special offers
13689,63,2,1259.5,0,Regular,Send targeted promotions to increase engagement
13690,59,1,172.25,0,Regular,Send targeted promotions to increase engagement
13691,396,1,212.78,1,at-risk,Re-engagement campaigns and special offers
13692,25,5,3114.4,0,Regular,Send targeted promotions to increase engagement
13693,374,9,2011.82,1,at-risk,Re-engagement campaigns and special offers
13694,4,143,196482.81,2,High-value,Loyalty programs and personalized discounts
13695,31,16,2770.73,0,Regular,Send targeted promotions to increase engagement
13696,422,3,2020.4,1,at-risk,Re-engagement campaigns and special offers
13697,39,1,151.29999999999998,0,Regular,Send targeted promotions to increase engagement
13698,597,2,465.53000000000003,1,at-risk,Re-engagement campaigns and special offers
13699,155,2,764.15,0,Regular,Send targeted promotions to increase engagement
13700,26,13,2613.46,0,Regular,Send targeted promotions to increase engagement
13701,447,1,161.0,1,at-risk,Re-engagement campaigns and special offers
13702,446,1,135.18,1,at-risk,Re-engagement campaigns and special offers
13703,318,2,425.56,1,at-risk,Re-engagement campaigns and special offers
13704,5,9,2308.06,0,Regular,Send targeted promotions to increase engagement
13705,8,7,2035.33,0,Regular,Send targeted promotions to increase engagement
13706,303,2,631.17,1,at-risk,Re-engagement campaigns and special offers
13707,267,5,3365.86,1,at-risk,Re-engagement campaigns and special offers
13708,271,1,296.88,1,at-risk,Re-engagement campaigns and special offers
13709,4,18,7591.75,0,Regular,Send targeted promotions to increase engagement
13710,32,3,509.52,0,Regular,Send targeted promotions to increase engagement
13711,219,9,1792.26,0,Regular,Send targeted promotions to increase engagement
13712,247,2,766.42,0,Regular,Send targeted promotions to increase engagement
13713,408,3,743.26,1,at-risk,Re-engagement campaigns and special offers
13714,465,1,161.35,1,at-risk,Re-engagement campaigns and special offers
13715,281,17,8483.29,0,Regular,Send targeted promotions to increase engagement
13716,269,1,138.28,1,at-risk,Re-engagement campaigns and special offers
13717,32,8,1763.3,0,Regular,Send targeted promotions to increase engagement
13718,246,2,306.55,0,Regular,Send targeted promotions to increase engagement
13719,15,11,2815.25,0,Regular,Send targeted promotions to increase engagement
13720,117,4,799.9,0,Regular,Send targeted promotions to increase engagement
13721,36,2,741.54,0,Regular,Send targeted promotions to increase engagement
13722,132,10,5635.41,0,Regular,Send targeted promotions to increase engagement
13723,217,6,1209.2,0,Regular,Send targeted promotions to increase engagement
13724,637,1,213.01,1,at-risk,Re-engagement campaigns and special offers
13725,50,8,1980.56,0,Regular,Send targeted promotions to increase engagement
13726,39,2,1079.6599999999999,0,Regular,Send targeted promotions to increase engagement
13727,29,8,1080.05,0,Regular,Send targeted promotions to increase engagement
13728,37,16,2855.17,0,Regular,Send targeted promotions to increase engagement
13729,436,3,724.73,1,at-risk,Re-engagement campaigns and special offers
13730,136,2,752.6,0,Regular,Send targeted promotions to increase engagement
13731,219,2,610.59,0,Regular,Send targeted promotions to increase engagement
13732,28,1,491.86,0,Regular,Send targeted promotions to increase engagement
13733,411,2,487.03000000000003,1,at-risk,Re-engagement campaigns and special offers
13734,509,4,6701.640000000001,1,at-risk,Re-engagement campaigns and special offers
13735,25,13,9813.22,0,Regular,Send targeted promotions to increase engagement
13736,5,7,2766.21,0,Regular,Send targeted promotions to increase engagement
13737,200,1,339.59999999999997,0,Regular,Send targeted promotions to increase engagement
13738,396,1,440.93,1,at-risk,Re-engagement campaigns and special offers
13739,18,2,292.2,0,Regular,Send targeted promotions to increase engagement
13740,241,5,1597.77,0,Regular,Send targeted promotions to increase engagement
13741,72,3,668.4300000000001,0,Regular,Send targeted promotions to increase engagement
13742,17,12,3131.02,0,Regular,Send targeted promotions to increase engagement
13743,3,7,1341.6,0,Regular,Send targeted promotions to increase engagement
13744,95,2,1156.36,0,Regular,Send targeted promotions to increase engagement
13745,162,2,777.36,0,Regular,Send targeted promotions to increase engagement
13746,414,1,176.69,1,at-risk,Re-engagement campaigns and special offers
13747,374,2,249.39999999999998,1,at-risk,Re-engagement campaigns and special offers
13748,96,9,2268.35,0,Regular,Send targeted promotions to increase engagement
13750,54,11,3602.1800000000003,0,Regular,Send targeted promotions to increase engagement
13751,288,1,296.25,1,at-risk,Re-engagement campaigns and special offers
13752,124,7,1590.73,0,Regular,Send targeted promotions to increase engagement
13753,288,4,2094.57,1,at-risk,Re-engagement campaigns and special offers
13754,152,3,447.05,0,Regular,Send targeted promotions to increase engagement
13755,4,9,2161.35,0,Regular,Send targeted promotions to increase engagement
13756,2,23,9207.5,0,Regular,Send targeted promotions to increase engagement
13757,675,1,195.55,1,at-risk,Re-engagement campaigns and special offers
13758,12,15,9416.98,0,Regular,Send targeted promotions to increase engagement
13759,33,2,659.4100000000001,0,Regular,Send targeted promotions to increase engagement
13760,54,5,1363.6399999999999,0,Regular,Send targeted promotions to increase engagement
13761,50,6,1952.17,0,Regular,Send targeted promotions to increase engagement
13762,219,5,2472.48,0,Regular,Send targeted promotions to increase engagement
13763,63,3,5217.4400000000005,0,Regular,Send targeted promotions to increase engagement
13764,71,6,2953.26,0,Regular,Send targeted promotions to increase engagement
13765,653,1,352.821,1,at-risk,Re-engagement campaigns and special offers
13766,495,1,190.35,1,at-risk,Re-engagement campaigns and special offers
13767,2,73,35540.53,2,High-value,Loyalty programs and personalized discounts
13768,727,2,875.97,1,at-risk,Re-engagement campaigns and special offers
13769,2,20,5800.42,0,Regular,Send targeted promotions to increase engagement
13770,422,4,785.37,1,at-risk,Re-engagement campaigns and special offers
13771,64,9,5728.82,0,Regular,Send targeted promotions to increase engagement
13772,34,8,3114.22,0,Regular,Send targeted promotions to increase engagement
13773,397,2,301.54,1,at-risk,Re-engagement campaigns and special offers
13774,82,1,345.0,0,Regular,Send targeted promotions to increase engagement
13775,591,1,1049.66,1,at-risk,Re-engagement campaigns and special offers
13776,428,2,623.98,1,at-risk,Re-engagement campaigns and special offers
13777,1,61,56478.42,2,High-value,Loyalty programs and personalized discounts
13778,103,4,1124.49,0,Regular,Send targeted promotions to increase engagement
13779,516,1,161.13,1,at-risk,Re-engagement campaigns and special offers
13780,7,3,735.82,0,Regular,Send targeted promotions to increase engagement
13781,251,3,778.83,0,Regular,Send targeted promotions to increase engagement
13782,13,13,1793.72,0,Regular,Send targeted promotions to increase engagement
13783,488,4,1542.09,1,at-risk,Re-engagement campaigns and special offers
13784,10,14,2910.23,0,Regular,Send targeted promotions to increase engagement
13785,429,4,542.49,1,at-risk,Re-engagement campaigns and special offers
13786,367,6,3358.94,1,at-risk,Re-engagement campaigns and special offers
13787,76,6,1222.5,0,Regular,Send targeted promotions to increase engagement
13788,505,1,3.75,1,at-risk,Re-engagement campaigns and special offers
13789,388,1,239.45999999999998,1,at-risk,Re-engagement campaigns and special offers
13790,4,1,348.8,0,Regular,Send targeted promotions to increase engagement
13791,128,2,1516.0,0,Regular,Send targeted promotions to increase engagement
13792,66,3,383.95,0,Regular,Send targeted promotions to increase engagement
13793,647,1,96.0,1,at-risk,Re-engagement campaigns and special offers
13794,547,1,126.03,1,at-risk,Re-engagement campaigns and special offers
13795,388,4,836.3,1,at-risk,Re-engagement campaigns and special offers
13796,499,1,289.7,1,at-risk,Re-engagement campaigns and special offers
13797,437,3,1179.45,1,at-risk,Re-engagement campaigns and special offers
13798,1,110,75836.87,2,High-value,Loyalty programs and personalized discounts
13799,117,9,2803.57,0,Regular,Send targeted promotions to increase engagement
13800,310,3,1679.56,1,at-risk,Re-engagement campaigns and special offers
13801,67,1,324.8,0,Regular,Send targeted promotions to increase engagement
13802,139,19,26259.11,0,Regular,Send targeted promotions to increase engagement
13803,255,3,1338.91,0,Regular,Send targeted promotions to increase engagement
13804,31,9,3208.52,0,Regular,Send targeted promotions to increase engagement
13805,52,2,924.6,0,Regular,Send targeted promotions to increase engagement
13806,64,1,256.38,0,Regular,Send targeted promotions to increase engagement
13807,367,3,534.8,1,at-risk,Re-engagement campaigns and special offers
13808,6,5,1747.66,0,Regular,Send targeted promotions to increase engagement
13809,305,3,679.7,1,at-risk,Re-engagement campaigns and special offers
13810,29,3,1499.01,0,Regular,Send targeted promotions to increase engagement
13811,184,3,814.5,0,Regular,Send targeted promotions to increase engagement
13812,42,3,539.0,0,Regular,Send targeted promotions to increase engagement
13813,40,8,2765.47,0,Regular,Send targeted promotions to increase engagement
13814,92,3,2257.32,0,Regular,Send targeted promotions to increase engagement
13815,22,8,7475.74,0,Regular,Send targeted promotions to increase engagement
13816,24,2,571.6700000000001,0,Regular,Send targeted promotions to increase engagement
13817,29,2,382.98,0,Regular,Send targeted promotions to increase engagement
13818,430,1,61.28,1,at-risk,Re-engagement campaigns and special offers
13819,302,6,2642.35,1,at-risk,Re-engagement campaigns and special offers
13820,418,3,660.65,1,at-risk,Re-engagement campaigns and special offers
13821,145,6,1410.73,0,Regular,Send targeted promotions to increase engagement
13822,6,2,632.0,0,Regular,Send targeted promotions to increase engagement
13823,19,7,3403.4500000000003,0,Regular,Send targeted promotions to increase engagement
13824,33,12,3314.76,0,Regular,Send targeted promotions to increase engagement
13825,622,2,255.59,1,at-risk,Re-engagement campaigns and special offers
13826,176,1,189.5,0,Regular,Send targeted promotions to increase engagement
13827,58,3,412.05,0,Regular,Send targeted promotions to increase engagement
13828,22,1,209.49,0,Regular,Send targeted promotions to increase engagement
13829,421,1,102.0,1,at-risk,Re-engagement campaigns and special offers
13830,582,1,156.85000000000002,1,at-risk,Re-engagement campaigns and special offers
13831,16,18,7023.58,0,Regular,Send targeted promotions to increase engagement
13832,19,2,613.6899999999999,0,Regular,Send targeted promotions to increase engagement
13833,159,2,701.36,0,Regular,Send targeted promotions to increase engagement
13834,577,2,324.19,1,at-risk,Re-engagement campaigns and special offers
13835,25,7,1095.27,0,Regular,Send targeted promotions to increase engagement
13836,399,2,620.37,1,at-risk,Re-engagement campaigns and special offers
13837,212,2,271.24,0,Regular,Send targeted promotions to increase engagement
13838,6,10,1966.09,0,Regular,Send targeted promotions to increase engagement
13839,486,1,139.95000000000002,1,at-risk,Re-engagement campaigns and special offers
13840,416,1,651.4,1,at-risk,Re-engagement campaigns and special offers
